millisSinceGpsEpoch,constellationType,svid,signalType,xSatPosM,ySatPosM,zSatPosM,satClkBiasM,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
314682006.0,1,22,GPS_L1,20362653.829262584,-3723641.59540641,16937927.902798574,75371.24352098751,22508888.8094269,0.32,14.46507338521647,0.0,0.0
314682006.0,3,7,Glonass_L1,11426345.600277238,6307720.819581953,21956886.67322974,-3196.025356610848,21299062.3085864,0.32,-33.50040829913133,0.0,0.0
314682006.0,3,8,Glonass_L1,22573963.78252004,-4476203.431649225,11048023.547935007,-8064.003802004015,22022291.3224915,0.32,36.909169106627786,0.0,0.0
314682006.0,3,22,Glonass_L1,21003538.56363874,8568753.849150997,11790667.811228083,63415.02298230567,21734035.470866,0.32,-44.802536798294895,0.0,0.0
314682006.0,3,23,Glonass_L1,10299897.02935328,-5440903.758141759,22678442.21038047,6290.12316869764,21649893.7186275,0.64,28.504263208534347,0.0,0.0
314682206.0,1,1,GPS_L1,15431294.74098722,-346026.2799589568,21540652.836028382,9929.851725674442,22032311.7236611,0.32,5.787329765022634,0.0,0.0
314682206.0,1,11,GPS_L1,19780020.863023467,3445423.9460553406,16819343.836094804,-198841.57570771087,21988053.6961699,0.32,-17.55856331414469,0.0,0.0
314682206.0,1,22,GPS_L1,20362408.47897004,-3723294.216112004,16938302.39109642,75371.24285419405,22508841.1005316,0.32,14.46507338521647,0.0,0.0
314682206.0,3,7,Glonass_L1,11425795.897813711,6307959.496703133,21957103.98874809,-3196.0253732133147,21299114.9907937,0.32,-33.50040829913133,0.0,0.0
314682206.0,3,8,Glonass_L1,22573678.32030297,-4476104.629281255,11048649.977891356,-8064.003806999489,22022196.951714,0.32,36.909169106627786,0.0,0.0
314682206.0,3,22,Glonass_L1,21003821.04611262,8568913.53764391,11790051.133184146,63415.02297179077,21734125.8804442,0.32,-44.802536798294895,0.0,0.0
314682206.0,3,23,Glonass_L1,10300405.244684948,-5440544.581137196,22678297.591168813,6290.123156034838,21649813.3952753,0.64,28.504263208534347,0.0,0.0
314682406.0,1,1,GPS_L1,15431442.486471515,-345495.57935476245,21540560.6745751,9929.851806881125,22032294.2559931,0.32,5.787329765022634,0.0,0.0
314682406.0,1,11,GPS_L1,19780256.20359656,3445816.2924442864,16818998.28991168,-198841.5759043072,21988088.1603499,0.32,-17.55856331414469,0.0,0.0
314682406.0,1,22,GPS_L1,20362163.12617609,-3722946.827348908,16938676.865277737,75371.24218751617,22508794.4386494,0.32,14.46507338521647,0.0,0.0
314682406.0,3,7,Glonass_L1,11425246.193814674,6308198.185170015,21957321.28325949,-3196.0253897414545,21299168.3012089,0.32,-33.50040829913133,0.0,0.0
314682406.0,3,8,Glonass_L1,22573392.844132587,-4476005.815246122,11049276.397255322,-8064.003812080672,22022102.1970317,0.32,36.909169106627786,0.0,0.0
314682406.0,3,22,Glonass_L1,21004103.517668683,8569073.211540481,11789434.443886714,63415.02296124057,21734216.4645244,0.32,-44.802536798294895,0.0,0.0
314682406.0,3,23,Glonass_L1,10300913.4627782,-5440185.41488385,22678152.950137883,6290.123143326389,21649733.3336763,0.64,28.504263208534347,0.0,0.0
314682606.0,1,1,GPS_L1,15431590.237501329,-344964.88283863285,21540468.49466516,9929.851888075787,22032277.6782863,0.32,5.787329765022634,0.0,0.0
314682606.0,1,11,GPS_L1,19780491.54227093,3446208.629642268,16818652.72880107,-198841.57610066864,21988123.8983959,0.32,-17.55856331414469,0.0,0.0
314682606.0,1,22,GPS_L1,20361917.77088117,-3722599.429117254,16939051.32534221,75371.24152095406,22508748.6143776,0.32,14.46507338521647,0.0,0.0
314682606.0,3,7,Glonass_L1,11424696.488280868,6308436.884982485,21957538.55676372,-3196.025406195129,21299221.4545722,0.32,-33.50040829913133,0.0,0.0
314682606.0,3,8,Glonass_L1,22573107.35400942,-4475906.989543474,11049902.8060263,-8064.003817247665,22022008.9430681,0.32,36.909169106627786,0.0,0.0
314682606.0,3,22,Glonass_L1,21004385.97830629,8569232.870840892,11788817.743336374,63415.022950655046,21734306.9264532,0.32,-44.802536798294895,0.0,0.0
314682606.0,3,23,Glonass_L1,10301421.683632355,-5439826.259382087,22678008.287287813,6290.123130572231,21649653.7781336,1.28,28.504263208534347,0.0,0.0
314682806.0,1,1,GPS_L1,15431737.994076414,-344434.1904112319,21540376.296298664,9929.851969258423,22032260.1931681,0.32,5.787329765022634,0.0,0.0
314682806.0,1,11,GPS_L1,19780726.87904608,3446600.957648952,16818307.152763393,-198841.5762967948,21988158.449827,0.32,-17.55856331414469,0.0,0.0
314682806.0,1,22,GPS_L1,20361672.4130858,-3722252.021417273,16939425.771289397,75371.24085450797,22508701.9873958,0.32,14.46507338521647,0.0,0.0
314682806.0,3,7,Glonass_L1,11424146.781213192,6308675.59614036,21957755.809260488,-3196.025422574203,21299275.1314419,0.32,-33.50040829913133,0.0,0.0
314682806.0,3,8,Glonass_L1,22572821.84993409,-4475808.152172991,11050529.2042035,-8064.003822500561,22021914.9038447,0.32,36.909169106627786,0.0,0.0
314682806.0,3,22,Glonass_L1,21004668.42802471,8569392.515545277,11788201.031533886,63415.02294003421,21734398.6273474,0.32,-44.802536798294895,0.0,0.0
314682806.0,3,23,Glonass_L1,10301929.907246578,-5439467.114632381,22677863.602618765,6290.123117772303,21649573.5769329,1.28,28.504263208534347,0.0,0.0
314683006.0,1,1,GPS_L1,15431885.756196665,-343903.5020727601,21540284.07947564,9929.852050429014,22032243.598011,0.32,5.787329765022634,0.0,0.0
314683006.0,1,11,GPS_L1,19780962.21392176,3446993.276464348,16817961.56179875,-198841.57649268527,21988193.4898642,0.32,-17.55856331414469,0.0,0.0
314683006.0,1,22,GPS_L1,20361427.05279026,-3721904.6042488953,16939800.20311922,75371.24018817802,22508654.9765092,0.32,14.46507338521647,0.0,0.0
314683006.0,3,7,Glonass_L1,11423597.072612068,6308914.318643668,21957973.040749703,-3196.02543887854,21299328.2673549,0.32,-33.50040829913133,0.0,0.0
314683006.0,3,8,Glonass_L1,22572536.33190698,-4475709.303134269,11051155.591786684,-8064.003827839456,22021820.9867728,0.32,36.909169106627786,0.0,0.0
314683006.0,3,22,Glonass_L1,21004950.86682348,8569552.145653911,11787584.308479477,63415.02292937804,21734489.2288779,0.32,-44.802536798294895,0.0,0.0
314683006.0,3,23,Glonass_L1,10302438.133620476,-5439107.980634891,22677718.89613078,6290.123104926536,21649494.0388404,1.28,28.504263208534347,0.0,0.0
314683206.0,1,1,GPS_L1,15432033.523861844,-343372.817823881,21540191.84419618,9929.852131587537,22032226.3571959,0.32,5.787329765022634,0.0,0.0
314683206.0,1,11,GPS_L1,19781197.54689748,3447385.5860881205,16817615.955907557,-198841.57668833964,21988229.1755595,0.32,-17.55856331414469,0.0,0.0
314683206.0,1,22,GPS_L1,20361181.68999505,-3721557.1776123513,16940174.620831236,75371.23952196445,22508608.471679,0.32,14.46507338521647,0.0,0.0
314683206.0,3,7,Glonass_L1,11423047.362478398,6309153.052492225,21958190.25123109,-3196.0254551080043,21299382.048926,0.32,-33.50040829913133,0.0,0.0
314683206.0,3,8,Glonass_L1,22572250.799928725,-4475610.442426985,11051781.968775062,-8064.003833264445,22021726.7381468,0.32,36.909169106627786,0.0,0.0
314683206.0,3,22,Glonass_L1,21005233.294701863,8569711.761166928,11786967.574173903,63415.02291868655,21734580.7203695,0.32,-44.802536798294895,0.0,0.0
314683206.0,3,23,Glonass_L1,10302946.36275322,-5438748.857390089,22677574.167824022,6290.123092034871,21649415.0591549,1.28,28.504263208534347,0.0,0.0
314683406.0,1,1,GPS_L1,15432181.297071751,-342842.13766510406,21540099.59046038,9929.85221273398,22032209.2734327,0.32,5.787329765022634,0.0,0.0
314683406.0,1,11,GPS_L1,19781432.877972823,3447777.8865200523,16817270.335090123,-198841.5768837574,21988264.9659561,0.32,-17.55856331414469,0.0,0.0
314683406.0,1,22,GPS_L1,20360936.32470063,-3721209.7415077738,16940549.024425138,75371.23885586744,22508561.5829439,0.32,14.46507338521647,0.0,0.0
314683406.0,3,7,Glonass_L1,11422497.65081292,6309391.797685918,21958407.44070441,-3196.02547126246,21299434.9579862,0.32,-33.50040829913133,0.0,0.0
314683406.0,3,8,Glonass_L1,22571965.25399986,-4475511.570050794,11052408.335168032,-8064.003838775628,22021633.2049797,0.32,36.909169106627786,0.0,0.0
314683406.0,3,22,Glonass_L1,21005515.711659223,8569871.362084512,11786350.828617752,63415.0229079597,21734672.1769607,0.32,-44.802536798294895,0.0,0.0
314683406.0,3,23,Glonass_L1,10303454.59464412,-5438389.744898345,22677429.41769863,6290.12307909724,21649335.8177162,0.64,28.504263208534347,0.0,0.0
314683606.0,1,1,GPS_L1,15432329.075826196,-342311.46159693884,21540007.31826829,9929.852293868327,22032192.3990722,0.32,5.787329765022634,0.0,0.0
314683606.0,1,11,GPS_L1,19781668.2071474,3448170.177759925,16816924.69934676,-198841.5770789381,21988300.5993007,0.32,-17.55856331414469,0.0,0.0
314683606.0,1,22,GPS_L1,20360690.9569074,-3720862.295935293,16940923.413900614,75371.23818988723,22508515.2177154,0.32,14.46507338521647,0.0,0.0
314683606.0,3,7,Glonass_L1,11421947.93761638,6309630.554224636,21958624.609169453,-3196.0254873417693,21299488.5127044,0.32,-33.50040829913133,0.0,0.0
314683606.0,3,8,Glonass_L1,22571679.694120925,-4475412.686005344,11053034.690964984,-8064.003844373097,22021539.5322109,0.32,36.909169106627786,0.0,0.0
314683606.0,3,22,Glonass_L1,21005798.11769492,8570030.948406843,11785734.071811607,63415.0228971975,21734763.2147467,0.32,-44.802536798294895,0.0,0.0
314683606.0,3,23,Glonass_L1,10303962.82929249,-5438030.643160024,22677284.64575472,6290.123066113581,21649257.187035,0.64,28.504263208534347,0.0,0.0
314683806.0,1,1,GPS_L1,15432476.860124938,-341780.7896200488,21539915.027620044,9929.852374990562,22032175.0535557,0.32,5.787329765022634,0.0,0.0
314683806.0,1,11,GPS_L1,19781903.534420725,3448562.4598074043,16816579.04867787,-198841.57727388127,21988335.9534419,0.32,-17.55856331414469,0.0,0.0
314683806.0,1,22,GPS_L1,20360445.586615883,-3720514.8408951415,16941297.78925723,75371.23752402392,22508469.184041,0.32,14.46507338521647,0.0,0.0
314683806.0,3,7,Glonass_L1,11421398.222889677,6309869.322108194,21958841.75662593,-3196.025503345798,21299542.1023231,0.32,-33.50040829913133,0.0,0.0
314683806.0,3,8,Glonass_L1,22571394.120292548,-4475313.790290316,11053661.036165131,-8064.00385005695,22021445.4929875,0.32,36.909169106627786,0.0,0.0
314683806.0,3,22,Glonass_L1,21006080.512808222,8570190.520134056,11785117.303756231,63415.02288639992,21734854.1652815,0.32,-44.802536798294895,0.0,0.0
314683806.0,3,23,Glonass_L1,10304471.0666975,-5437671.552175601,22677139.85199245,6290.123053083832,21649178.5912543,0.64,28.504263208534347,0.0,0.0
314684006.0,1,1,GPS_L1,15432624.64996786,-341250.1217346346,21539822.71851565,9929.85245610066,22032158.0221432,0.32,5.787329765022634,0.0,0.0
314684006.0,1,11,GPS_L1,19782138.85979252,3448954.7326624994,16816233.38308357,-198841.5774685867,21988371.2203319,0.32,-17.55856331414469,0.0,0.0
314684006.0,1,22,GPS_L1,20360200.213826373,-3720167.376387248,16941672.15049489,75371.23685827777,22508422.8188124,0.32,14.46507338521647,0.0,0.0
314684006.0,3,7,Glonass_L1,11420848.506633226,6310108.101336622,21959058.88307375,-3196.0255192744085,21299595.9187946,0.32,-33.50040829913133,0.0,0.0
314684006.0,3,8,Glonass_L1,22571108.532515112,-4475214.882905303,11054287.37076824,-8064.003855827284,22021351.5933658,0.32,36.909169106627786,0.0,0.0
314684006.0,3,22,Glonass_L1,21006362.89699867,8570350.077266423,11784500.524451844,63415.022875566974,21734945.168167,0.32,-44.802536798294895,0.0,0.0
314684006.0,3,23,Glonass_L1,10304979.306858756,-5437312.471945234,22676995.03641188,6290.1230400079285,21649100.187426,0.64,28.504263208534347,0.0,0.0
314684206.0,1,1,GPS_L1,15432772.445354732,-340719.45794135984,21539730.39095521,9929.852537198614,22032141.0256312,0.32,5.787329765022634,0.0,0.0
314684206.0,1,11,GPS_L1,19782374.183262307,3449346.9963248763,16815887.702564273,-198841.57766305376,21988406.5570228,0.32,-17.55856331414469,0.0,0.0
314684206.0,1,22,GPS_L1,20359954.83853937,-3719819.902411845,16942046.497613166,75371.236192649,22508376.1045795,0.32,14.46507338521647,0.0,0.0
314684206.0,3,7,Glonass_L1,11420298.788847936,6310346.891909733,21959275.988512624,-3196.025535127465,21299649.4211622,0.32,-33.50040829913133,0.0,0.0
314684206.0,3,8,Glonass_L1,22570822.93078924,-4475115.963849987,11054913.694773514,-8064.003861684196,22021257.4843416,0.32,36.909169106627786,0.0,0.0
314684206.0,3,22,Glonass_L1,21006645.270265527,8570509.619804084,11783883.73389921,63415.02286469864,21735036.1710525,0.32,-44.802536798294895,0.0,0.0
314684206.0,3,23,Glonass_L1,10305487.549775427,-5436953.402469396,22676850.19901315,6290.123026885805,21649022.0628012,0.64,28.504263208534347,0.0,0.0
314684406.0,1,1,GPS_L1,15432920.246285357,-340188.7982407339,21539638.044938806,9929.852618284402,22032124.0291191,0.32,5.787329765022634,0.0,0.0
314684406.0,1,11,GPS_L1,19782609.50482969,3449739.250794318,16815542.00712029,-198841.57785728195,21988441.9460644,0.32,-17.55856331414469,0.0,0.0
314684406.0,1,22,GPS_L1,20359709.460755304,-3719472.418969065,16942420.830611743,75371.23552713772,22508329.5648488,0.32,14.46507338521647,0.0,0.0
314684406.0,3,7,Glonass_L1,11419749.069534546,6310585.693827416,21959493.07294234,-3196.0255509048325,21299703.0107809,0.32,-33.50040829913133,0.0,0.0
314684406.0,3,8,Glonass_L1,22570537.31511547,-4475017.033124018,11055540.008180352,-8064.00386762778,22021163.4102177,0.32,36.909169106627786,0.0,0.0
314684406.0,3,22,Glonass_L1,21006927.63260816,8570669.147747219,11783266.932098912,63415.02285379491,21735127.086687,0.32,-44.802536798294895,0.0,0.0
314684406.0,3,23,Glonass_L1,10305995.79544683,-5436594.343748454,22676705.339796416,6290.1230137174,21648943.9381764,0.64,28.504263208534347,0.0,0.0
314684606.0,1,1,GPS_L1,15433068.05275953,-339658.14263326634,21539545.68046651,9929.852699358013,22032106.9104555,0.32,5.787329765022634,0.0,0.0
314684606.0,1,11,GPS_L1,19782844.824494243,3450131.4960706034,16815196.296751924,-198841.5780512709,21988477.2304047,0.32,-17.55856331414469,0.0,0.0
314684606.0,1,22,GPS_L1,20359464.08047461,-3719124.926059037,16942795.14949031,75371.23486174419,22508282.9553172,0.32,14.46507338521647,0.0,0.0
314684606.0,3,7,Glonass_L1,11419199.348693796,6310824.507089559,21959710.136362664,-3196.025566606373,21299756.5305987,0.32,-33.50040829913133,0.0,0.0
314684606.0,3,8,Glonass_L1,22570251.68549436,-4474918.090727048,11056166.310988149,-8064.003873658133,22021069.3884445,0.32,36.909169106627786,0.0,0.0
314684606.0,3,22,Glonass_L1,21007209.98402591,8570828.661096007,11782650.119051533,63415.022842855775,21735217.9848712,0.32,-44.802536798294895,0.0,0.0
314684606.0,3,23,Glonass_L1,10306504.043872274,-5436235.295782778,22676560.45876179,6290.12300050265,21648865.7263005,0.64,28.504263208534347,0.0,0.0
314684806.0,1,1,GPS_L1,15433215.86477702,-339127.49111962074,21539453.29753844,9929.852780419424,22032089.8964932,0.32,5.787329765022634,0.0,0.0
314684806.0,1,11,GPS_L1,19783080.1422555,3450523.7321533994,16814850.57145959,-198841.5782450203,21988512.5670956,0.32,-17.55856331414469,0.0,0.0
314684806.0,1,22,GPS_L1,20359218.69769781,-3718777.423681993,16943169.454248436,75371.2341964686,22508236.3457857,0.32,14.46507338521647,0.0,0.0
314684806.0,3,7,Glonass_L1,11418649.626326583,6311063.331695979,21959927.17877332,-3196.0255822319514,21299810.1202174,0.32,-33.50040829913133,0.0,0.0
314684806.0,3,8,Glonass_L1,22569966.04192652,-4474819.136658756,11056792.603196109,-8064.00387977535,22020975.2794203,0.32,36.909169106627786,0.0,0.0
314684806.0,3,22,Glonass_L1,21007492.324518062,8570988.159850584,11782033.294757836,63415.02283188123,21735308.9005056,0.32,-44.802536798294895,0.0,0.0
314684806.0,3,23,Glonass_L1,10307012.295050928,-5435876.258572839,22676415.55590943,6290.12298724149,21648787.4271735,0.32,28.504263208534347,0.0,0.0
314685006.0,1,1,GPS_L1,15433363.682337718,-338596.8436999977,21539360.8961546,9929.852861468622,22032073.0046824,0.32,5.787329765022634,0.0,0.0
314685006.0,1,11,GPS_L1,19783315.458113182,3450915.9590427163,16814504.8312434,-198841.5784385296,21988548.0608385,0.32,-17.55856331414469,0.0,0.0
314685006.0,1,22,GPS_L1,20358973.312425178,-3718429.9118378647,16943543.74488603,75371.23353131113,22508189.8060549,0.32,14.46507338521647,0.0,0.0
314685006.0,3,7,Glonass_L1,11418099.902433336,6311302.167646702,21960144.20017421,-3196.025597781432,21299863.622585,0.32,-33.50040829913133,0.0,0.0
314685006.0,3,8,Glonass_L1,22569680.38441233,-4474720.170918737,11057418.884804005,-8064.003885979529,22020881.2401969,0.32,36.909169106627786,0.0,0.0
314685006.0,3,22,Glonass_L1,21007774.65408416,8571147.64401123,11781416.459218048,63415.02282087124,21735399.7986898,0.32,-44.802536798294895,0.0,0.0
314685006.0,3,23,Glonass_L1,10307520.548982397,-5435517.232118797,22676270.6312394,6290.122973933855,21648709.2850984,0.32,28.504263208534347,0.0,0.0
314685206.0,1,1,GPS_L1,15433511.50544138,-338066.2003750608,21539268.476315103,9929.852942505588,22032056.2001227,0.32,5.787329765022634,0.0,0.0
314685206.0,1,11,GPS_L1,19783550.77206682,3451308.1767382203,16814159.076103758,-198841.57863179827,21988583.362629,0.32,-17.55856331414469,0.0,0.0
314685206.0,1,22,GPS_L1,20358727.92465722,-3718082.3905268814,16943918.021402653,75371.23286627197,22508143.1441727,0.32,14.46507338521647,0.0,0.0
314685206.0,3,7,Glonass_L1,11417550.177014953,6311541.014941547,21960361.200565048,-3196.025613254677,21299917.0900521,0.32,-33.50040829913133,0.0,0.0
314685206.0,3,8,Glonass_L1,22569394.71295242,-4474621.19350667,11058045.155811042,-8064.003892270766,22020787.0962722,0.32,36.909169106627786,0.0,0.0
314685206.0,3,22,Glonass_L1,21008056.97272345,8571307.113578074,11780799.612432923,63415.022809825845,21735490.5921727,0.32,-44.802536798294895,0.0,0.0
314685206.0,3,23,Glonass_L1,10308028.805665858,-5435158.216421124,22676125.68475184,6290.122960579683,21648631.0557723,0.32,28.504263208534347,0.0,0.0
314685406.0,1,1,GPS_L1,15433659.334087815,-337535.56114531937,21539176.03802003,9929.85302353031,22032039.0814591,0.32,5.787329765022634,0.0,0.0
314685406.0,1,11,GPS_L1,19783786.084116,3451700.385239692,16813813.30604098,-198841.578824826,21988618.786571,0.32,-17.55856331414469,0.0,0.0
314685406.0,1,22,GPS_L1,20358482.534394376,-3717734.859749177,16944292.283797998,75371.23220135132,22508096.6218922,0.32,14.46507338521647,0.0,0.0
314685406.0,3,7,Glonass_L1,11417000.450072171,6311779.873580397,21960578.17994562,-3196.025628651552,21299970.6273202,0.32,-33.50040829913133,0.0,0.0
314685406.0,3,8,Glonass_L1,22569109.027547337,-4474522.204422208,11058671.416216614,-8064.003898649155,22020693.074499,0.32,36.909169106627786,0.0,0.0
314685406.0,3,22,Glonass_L1,21008339.280435305,8571466.568551296,11780182.754403053,63415.02279874499,21735581.5427076,0.32,-44.802536798294895,0.0,0.0
314685406.0,3,23,Glonass_L1,10308537.065100616,-5434799.211480189,22675980.71644689,6290.122947178913,21648552.8613466,0.32,28.504263208534347,0.0,0.0
314685606.0,1,1,GPS_L1,15433807.168276822,-337004.9260112831,21539083.58126945,9929.853104542764,22032021.9104449,0.32,5.787329765022634,0.0,0.0
314685606.0,1,11,GPS_L1,19784021.394260302,3452092.584546912,16813467.521055378,-198841.5790176123,21988654.1407121,0.32,-17.55856331414469,0.0,0.0
314685606.0,1,22,GPS_L1,20358237.14163708,-3717387.31950488,16944666.53207175,75371.23153654939,22508049.9425598,0.32,14.46507338521647,0.0,0.0
314685606.0,3,7,Glonass_L1,11416450.721605737,6312018.743563145,21960795.1383157,-3196.025643971919,21300024.0773371,0.32,-33.50040829913133,0.0,0.0
314685606.0,3,8,Glonass_L1,22568823.32819762,-4474423.203664998,11059297.666020118,-8064.003905114796,22020599.1225267,0.32,36.909169106627786,0.0,0.0
314685606.0,3,22,Glonass_L1,21008621.577219084,8571626.008931084,11779565.885129012,63415.022787628695,21735672.3361905,0.32,-44.802536798294895,0.0,0.0
314685606.0,3,23,Glonass_L1,10309045.327285988,-5434440.217296357,22675835.72632468,6290.122933731476,21648474.7716222,0.32,28.504263208534347,0.0,0.0
314685806.0,1,1,GPS_L1,15433955.008008163,-336474.2949736154,21538991.10606348,9929.853185542936,22032004.9837337,0.32,5.787329765022634,0.0,0.0
314685806.0,1,11,GPS_L1,19784256.702499263,3452484.7746595475,16813121.72114736,-198841.57921015672,21988689.4250524,0.32,-17.55856331414469,0.0,0.0
314685806.0,1,22,GPS_L1,20357991.746385835,-3717039.769794224,16945040.76622348,75371.23087186634,22508003.4028291,0.32,14.46507338521647,0.0,0.0
314685806.0,3,7,Glonass_L1,11415900.991616543,6312257.624889604,21961012.075675,-3196.025659215644,21300077.4924536,0.32,-33.50040829913133,0.0,0.0
